Deepfake Detection Results
Weights: batchFacesAll
================================================================================

[1/4639] Image: fa9fd3dc-ca18-442d-acc5-3b92ee07b909__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9554
[172/4639] Image: 1ba5937f-2721-4294-9fb0-331faeb1cf1d__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1519
[173/4639] Image: 53ba417f-8ca7-44ef-a02f-b64a432f04b9__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3119
[174/4639] Image: dd3319b7-4a90-412b-86dd-9bf01f20fcfe__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9609
[175/4639] Image: bd925ee5-596f-4ba4-81ef-a0f897e59b0a__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9257
[176/4639] Image: 364189a1-4154-4938-9b29-c6cc4c7f7993__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3610
[177/4639] Image: a04105b3-d6ca-4392-bf0d-ee1ec31adca7__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2508
[178/4639] Image: a719f979-774e-41ed-9eb1-7883642403f4__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1977
[179/4639] Image: 28737f43-b12a-4994-b28e-e3754c1a27e1__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9445
[180/4639] Image: f317be10-d6c8-41d1-ba9a-2b1f116a398c__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0077
[181/4639] Image: da20cb1e-0966-410f-93ac-3f75fbe3b7a0__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9685
[182/4639] Image: 0a6b55dc-52da-4796-8183-557886e9ddbb__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9099
[183/4639] Image: fb2d7e72-d0b1-43f4-8b6a-4dd3b6315c89__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3751
[184/4639] Image: 3062cceb-6769-4f23-8b1e-a3e99c10ec50__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0103
[185/4639] Image: 6a9ce741-3a70-41f2-a5fb-9be4b0fae8a7__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9410
[186/4639] Image: 8423d376-b3c2-4c50-92d9-dcba75cf1a88__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8275
[187/4639] Image: 3cbc0d76-3cb0-40d7-a935-e91252ec8c31__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9990
[188/4639] Image: dfa8763a-1c6d-43a7-b148-ea81dc43c7b5__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6598
[189/4639] Image: 86dba8a1-1555-4645-b62f-775acbcd15da__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0677
[190/4639] Image: e6147fd9-c695-45cc-ac16-46c13eb1b8b3__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0485
[191/4639] Image: fce4c801-5307-47f6-a4ae-56411162d432__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4383
[192/4639] Image: 9239a5f6-f05b-49a4-9c9f-780320892372__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0139
[193/4639] Image: 8d086633-1e0b-4bc7-9be7-29bc0cec10cc__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0001
[194/4639] Image: bf66b188-a838-470d-96cb-41c815dfee5e__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1659
[195/4639] Image: 2cfc8855-724f-4bca-935f-f4029fb11ded__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9992
[196/4639] Image: 91c37ea5-6449-4bd5-ad8a-ed37f35d8f76__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3369
[197/4639] Image: b4937e0b-55b1-4382-8a5d-b99599699598__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1283
[198/4639] Image: 2d9ef036-9c74-4594-bb62-60ce12423f38__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7875
[199/4639] Image: 7a180723-72df-4cd1-ae15-4fe8e6be59ef__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3631
[200/4639] Image: 87da8fdf-5f9f-4bff-9dd7-fac5090c3ae4__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3771
[201/4639] Image: 3afc12c0-11b9-480c-bd3c-67e16bac3683__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3948
[202/4639] Image: b5a2a3a7-15bd-483b-8e6a-0d830ff6a9a7__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9876
[203/4639] Image: 69f22f4b-856b-4e7b-852d-311dcb8990ef__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9072
[204/4639] Image: 298054d6-a977-4608-a4e9-42f8032e0d1c__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9997
[205/4639] Image: 5551ea12-18ee-4015-a087-7a421b217861__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9966
[206/4639] Image: d56cd28d-581e-4d35-9102-d20052bf3f2b__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0120
[207/4639] Image: 14ed1da1-ecac-4f2d-a763-c394d4a0db9f__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4932
[208/4639] Image: 78f0df48-4cd2-4df1-9ec1-c8d779c8ed96__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6027
[209/4639] Image: 28bdb719-505c-4d15-812b-c31bfd53a19a__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8413
[210/4639] Image: 680b57b5-0e08-4f41-9329-ed791d9103be__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9149
[211/4639] Image: d6ddcb18-b8b2-46a4-a6a5-c3703a6b091f__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0740
[212/4639] Image: 335bd3d3-ecd0-43f5-9e05-b0029e369ef0__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0150
[213/4639] Image: 61540e95-1841-4b3e-8a7a-002638c39947__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2573
[214/4639] Image: 5b1076e3-b768-43a3-84d2-69e64b65e189__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0103
[215/4639] Image: d2d0dd58-e504-485b-bb8e-a5841e5e96b5__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0450
[216/4639] Image: 3a5c5c71-6ed3-46e7-9e2c-772b3643c769__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2682
[217/4639] Image: 316345ac-9614-4a57-b3a6-005cea885c92__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4002
[218/4639] Image: 5e23a6ba-d560-4fdc-815e-6cf15230ac14__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0615
[219/4639] Image: 262fe9dc-580e-4fc6-84f1-bd50398e4330__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9131
[220/4639] Image: 7f1a7580-735e-4bec-8f84-08720e59fb55__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6565
[221/4639] Image: d8270538-943a-4db0-8d81-b660c0eabaeb__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1237
[222/4639] Image: e8ad6bf3-dba4-4684-8d7b-871402763012__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8532
[223/4639] Image: 43d1366c-2861-4a8a-a1d8-d5d6d784596c__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7257
[224/4639] Image: abe23f5b-5c5a-4c5e-98db-a986a2073bcd__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0357
[225/4639] Image: ea4aee1a-ad59-4ce1-a8ee-24834fc650d4__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9476
[226/4639] Image: 2b926a09-7804-4e65-8b9f-7450e8ea930e__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0993
[227/4639] Image: 0ee2bbbe-4bfb-418c-97bf-14dc963ef62e__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6548
[228/4639] Image: fd507c51-58b5-4ed9-9248-370d6659e573__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1431
[229/4639] Image: 267fbf38-be8a-4501-80a9-113c5dd2f36e__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1609
[230/4639] Image: 6d2534e8-618a-4f8d-8c48-49812a383e4d__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0130
[231/4639] Image: 8268a38f-fcc3-4452-9277-d026ecea1fd5__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9785
[232/4639] Image: bc6551c1-024c-4f9f-a058-6a27b705faae__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2828
[233/4639] Image: ad84f457-866a-4022-bf89-f3b8a4a22f31__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0226
[234/4639] Image: 3cc72cc6-f697-401f-9809-7f9e0bbaa816__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2882
[235/4639] Image: 09da2e39-20f4-47ad-be63-c3fd547a7337__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9409
[236/4639] Image: 2be586c6-0d7f-463b-a223-e10fff3dfa68__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7447
[237/4639] Image: 881b5071-2036-4ff9-9437-c67e879d6aed__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9991
[238/4639] Image: 252c805c-bb82-4e4b-b8d9-fc843f48be2f__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8919
[239/4639] Image: 66262f1e-fd86-4bef-a279-2bdde32f8b2f__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5848
[240/4639] Image: 9aea1356-922a-48d7-bae3-3fa18f00fbfb__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4721
[241/4639] Image: 9b6df924-0e2e-401e-823c-8e543ed28ecf__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0106
[242/4639] Image: e8ecc6b8-11d5-4b84-86a7-64d9505e14f9__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0600
[243/4639] Image: 49d6b860-1e3e-40e1-8a3e-853c805aa2f0__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9775
[244/4639] Image: a2608827-7745-41c0-81de-b0fa5e0eecec__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9673
[245/4639] Image: 8aa808f3-e590-4291-8677-9ae81a39f006__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9810
[246/4639] Image: cabc97a6-160f-4931-80f9-fbf79e5c12f2__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0331
[247/4639] Image: 18eeb567-b5b0-457e-a4c0-b5f73bf7721e__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5593
[248/4639] Image: a105441b-3b22-4b0c-9e91-4b6012e88588__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0006
[249/4639] Image: 4aae5511-e9fc-4503-9f7b-db5a62aa79fc__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8912
[250/4639] Image: 8b6632bc-080e-4a47-ade1-597850576444__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1789
[251/4639] Image: 598a03d2-3dac-4a01-b9cc-6fe4a1ded3d7__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9039
[252/4639] Image: 5be24c33-d9d7-4490-9429-ea983da264be__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8108
[253/4639] Image: 8d76c103-11f7-4201-8258-066bff6e21ca__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1010
[254/4639] Image: e0feba48-fe1c-43f6-94b9-5034e5d5981e__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9303
[255/4639] Image: 066f0b4e-8a5a-4794-836b-550e48edbee8__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6057
[256/4639] Image: 120a01e8-193c-4446-96b7-82f1a612206b__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9739
[257/4639] Image: fc1f7c14-b9ba-4a78-8f4b-42bfdf37c58a__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1461
[258/4639] Image: 866ee9d4-9a66-4ff2-9fe6-6858ecbc23e7__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0239
[259/4639] Image: 366ec14d-1fe4-43cd-9d11-02365bd43ec2__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9539
[260/4639] Image: c1c6500f-b1d0-4224-8262-d20a524f60c9__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3951
[261/4639] Image: 3282f96a-c0bf-45f6-959e-004dc4cd2772__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0826
[262/4639] Image: 43f7758c-0495-41e2-8ddf-d4324d9a38cf__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0162
[263/4639] Image: 8edd9393-9a57-439d-bf84-0dc663a3edd3__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5133
[264/4639] Image: d75f9bef-416b-4159-a710-bed0581c12ed__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8887
[265/4639] Image: 88b534d7-95e3-4dd2-a326-4e86547e2b17__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9557
[266/4639] Image: d5a420fb-3729-4168-9149-617cfe27f1d4__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9956
[267/4639] Image: f317be10-d6c8-41d1-ba9a-2b1f116a398c__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1235
[268/4639] Image: 8d98a7a6-3346-436d-ac93-d694c921ad26__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9674
[269/4639] Image: e955a562-201c-4cd6-b271-08be75de0d96__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9984
[270/4639] Image: c7631a32-1ae2-4285-9206-6e445397e554__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4238
[271/4639] Image: 1a934df9-1457-40e9-9386-cd705897245c__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0619
[272/4639] Image: 2be586c6-0d7f-463b-a223-e10fff3dfa68__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9932
[273/4639] Image: 97d850a0-4edb-48f4-866c-d889bb3e279b__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6464
[274/4639] Image: 48728f16-7912-4fff-a6c3-acc1c479733d__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7807
[275/4639] Image: dc2688a3-4cb8-4bae-b468-49869bc20043__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9968
[276/4639] Image: 6aac3bd8-aa91-483f-a484-7e0d146b9519__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8604
[277/4639] Image: 6b4cadcc-be78-4f42-a7e8-c8c15b8d31c2__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9054
[278/4639] Image: 784404a8-ae1d-49ec-a108-82720732f9ba__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9994
[279/4639] Image: e050c2aa-d595-4958-8fb6-1eec5a98d06e__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9900
[280/4639] Image: 81adb4dc-61a8-4273-a652-5636e8bd7a89__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5403
[281/4639] Image: bd40bb6b-dd1b-4608-ab65-0e49adc4f069__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2064
[282/4639] Image: 86dba8a1-1555-4645-b62f-775acbcd15da__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9646
[283/4639] Image: 3c7a2770-904b-44b3-86fc-53333ca42d55__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3231
[284/4639] Image: cc335123-7ef2-4bcf-985d-5881ca779aea__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9935
[285/4639] Image: f8335ebd-b4a6-4602-858e-583782008f93__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0037
[286/4639] Image: d328b03f-9efb-4920-959a-2af0e477ac55__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1862
[287/4639] Image: bf2604a8-d7dd-419b-85b6-38a49a9f5883__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7943
[288/4639] Image: aa349e90-089f-45d1-b392-fe3964464ef0__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8412
[289/4639] Image: 385706b0-6c56-4fb6-9583-f4f28f689246__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0117
[290/4639] Image: 662fbab8-c488-4037-87cd-70c7438d87ae__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9764
[291/4639] Image: a47df393-90d7-4605-a52f-a8c956be135b__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3200
[292/4639] Image: 4e46ed5b-dbef-4135-8bd3-c49f59c2ac76__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4322
[293/4639] Image: 373359f0-1e1f-4dbc-a4b2-ccc3fa417866__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6578
[294/4639] Image: a2b01c6b-5816-4cc5-9058-97ee0ea8f624__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1162
[295/4639] Image: 1494c8ce-9514-4695-b17f-72b1ea4c00df__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5664
[296/4639] Image: 4a61dbec-2e63-4382-9ec9-eef9b165eb03__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4329
[297/4639] Image: db3326dd-9ed5-4139-9b0f-e565aa444c8f__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1646
[298/4639] Image: d6db319e-cdec-4b1c-a787-5322f46a9025__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6594
[299/4639] Image: 18c962df-897a-4f8a-b36e-d43ec39910d8__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9971
[300/4639] Image: 84fe57e4-c1b7-4e30-a88d-23d06d8da2e0__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4912
[301/4639] Image: 072bc5c7-82dd-4850-82fe-eba418d376e8__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9917
[302/4639] Image: 5048dbde-8d68-48d1-b297-bc439f136d27__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9932
[303/4639] Image: 318f0f44-76d2-45b2-aa03-f17d8d8cc361__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9852
[304/4639] Image: a9105c39-7d29-42d7-b409-a2be6dbb1ecf__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2670
[305/4639] Image: 37c92143-d091-41c4-a8ec-6f5b3899e7f5__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0763
[306/4639] Image: 59ae1800-1732-40cc-905b-56de8f93b64a__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7915
[307/4639] Image: 5ce8c77d-4c97-4a50-b5a4-ce72c37a2dc9__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9758
[308/4639] Image: 3db40ec0-309e-42e7-903b-81ca40078980__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0071
[309/4639] Image: aa092e45-3d9c-458d-9e12-7d131323f710__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1427
[310/4639] Image: 0ef724b4-2e11-4941-afe0-17a9cafa107e__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3448
[311/4639] Image: 78f7a252-0ada-4f74-9db6-cbe00dc71c21__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8191
[312/4639] Image: 0c304e2b-8f3e-4987-a512-76f395f7f67d__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0896
[313/4639] Image: 2ab91de9-c80f-493e-a9e1-3318ca0729d3__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9539
[314/4639] Image: cb3bed0c-00af-4234-8909-68f41af6e26c__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9995
[315/4639] Image: 7e983672-48c9-4ba4-86bc-c728c2efd09f__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9735
[316/4639] Image: 8141bb2b-4958-4f8a-8d66-cc017f250f07__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9667
[317/4639] Image: 0d7d5a95-a95d-42a9-ab22-46a6c515c3a8__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0130
[318/4639] Image: 2621472d-06af-4c42-bb5b-4352d5f0fa3b__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9614
[319/4639] Image: ddfcaea2-d8e1-4245-b290-d4b56966a29e__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7269
[320/4639] Image: b316afe6-07b2-4b99-b8ca-d2d4f2dad92e__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9352
[321/4639] Image: df1b1140-7f87-4668-8511-760cc4c505c2__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0020
[322/4639] Image: 59d93122-fa90-4708-9b9b-c3c088264d07__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9872
[323/4639] Image: 5290feb1-7ef9-46ab-b920-c58c08dc5b0d__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9789
[324/4639] Image: b9136633-721c-465b-9514-5084e651e77a__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6206
[325/4639] Image: 32389f24-8946-4f98-b061-d63fd2f5fcfd__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6996
[326/4639] Image: 8ef60e16-35cb-422d-a88d-adaaf39fbf9b__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8646
[327/4639] Image: 72e266ce-56e7-43c6-952a-af89ac576b68__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 1.0000
[328/4639] Image: bfe2ed81-ba8f-41a4-8eb8-a4c4f69a71ab__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4406
[329/4639] Image: c9cffb8e-b41d-4950-9893-ec641d71ecd3__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9272
[330/4639] Image: 29378d65-a32b-4534-986d-79b89a286500__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9827
[331/4639] Image: 9e350bf6-747b-4696-b059-3193d6ccf74f__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9887
[332/4639] Image: 60cfe381-ced0-4224-8cad-f2e5e87196af__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0322
[333/4639] Image: a60df88f-b8f0-4e4b-b177-5fa7321126f8__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2461
[334/4639] Image: a2b01c6b-5816-4cc5-9058-97ee0ea8f624__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3195
[335/4639] Image: 1d5445cd-e51a-4edd-af50-f2174d46b70a__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9982
[336/4639] Image: 8c0eb8df-de91-4d48-b096-981a03eac359__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4555
[337/4639] Image: b7e2521c-33a5-4afa-821e-34af2934c521__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7084
[338/4639] Image: 5072da7a-0298-4480-8ea2-7ac6263e3f84__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1741
[339/4639] Image: 9eda7230-0a37-4c9a-8a53-e14279e25830__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4443
[340/4639] Image: 05057ac4-3a5e-4ebd-ada7-960d054ac7c9__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5401
[341/4639] Image: bf7fc13a-23ee-49b8-8d3d-3af61917850b__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1236
[342/4639] Image: f360f97b-3099-42a2-9147-502a7a99ba68__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9939
[343/4639] Image: d4820f6d-25fa-421a-a205-7f146a523dc5__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9957
